token_id	surface	norm	text_id	para_id	node_idx	is_tail	char_start	char_end	initial_char
mrav-martyrs-chrysostom_p5_t2	ჰგვანან	ჰგვანან	mrav-martyrs-chrysostom	p5	3	1	1	8	
mrav-martyrs-chrysostom_p5_t3	მარტჳლნი	მარტვლნი	mrav-martyrs-chrysostom	p5	4	1	1	9	
mrav-martyrs-chrysostom_p5_t4	უფალსა	უფალსა	mrav-martyrs-chrysostom	p5	4	1	10	16	
mrav-martyrs-chrysostom_p5_t5	ჩუენსა	ჩუენსა	mrav-martyrs-chrysostom	p5	4	1	17	23	
mrav-martyrs-chrysostom_p5_t6	ესწორებიან	ესწორებიან	mrav-martyrs-chrysostom	p5	4	1	25	35	
mrav-martyrs-chrysostom_p5_t7	მკლველნი	მკლველნი	mrav-martyrs-chrysostom	p5	4	1	36	44	
mrav-martyrs-chrysostom_p5_t8	იგი	იგი	mrav-martyrs-chrysostom	p5	4	1	45	48	
mrav-martyrs-chrysostom_p5_t9	მოწამეთანი	მოწამეთანი	mrav-martyrs-chrysostom	p5	4	1	49	59	
mrav-martyrs-chrysostom_p5_t10	მცუმელთა	მცუმელთა	mrav-martyrs-chrysostom	p5	5	1	1	9	
mrav-martyrs-chrysostom_p5_t11	მათ	მათ	mrav-martyrs-chrysostom	p5	5	1	10	13	
mrav-martyrs-chrysostom_p5_t12	ქრისტჱსთა	ქრისტესთა	mrav-martyrs-chrysostom	p5	6	1	1	10	
mrav-martyrs-chrysostom_p5_t13	უფალი	უფალი	mrav-martyrs-chrysostom	p5	6	1	12	17	
mrav-martyrs-chrysostom_p5_t14	ჩუენი	ჩუენი	mrav-martyrs-chrysostom	p5	6	1	18	23	
mrav-martyrs-chrysostom_p5_t15	დიდი	დიდი	mrav-martyrs-chrysostom	p5	6	1	24	28	
mrav-martyrs-chrysostom_p5_t16	კნინად	კნინად	mrav-martyrs-chrysostom	p5	6	1	29	35	
mrav-martyrs-chrysostom_p5_t17	წინაშე	წინაშე	mrav-martyrs-chrysostom	p5	6	1	36	42	
mrav-martyrs-chrysostom_p5_t18	მსაჯულთასა	მსაჯულთასა	mrav-martyrs-chrysostom	p5	6	1	43	53	
mrav-martyrs-chrysostom_p5_t19	განიკითხვოდა	განიკითხვოდა	mrav-martyrs-chrysostom	p5	6	1	54	66	
mrav-martyrs-chrysostom_p5_t20	და	და	mrav-martyrs-chrysostom	p5	6	1	68	70	
mrav-martyrs-chrysostom_p5_t21	მოწამენი	მოწამენი	mrav-martyrs-chrysostom	p5	6	1	71	79	
mrav-martyrs-chrysostom_p5_t22	შეცოდებულნი	შეცოდებულნი	mrav-martyrs-chrysostom	p5	8	1	1	12	
mrav-martyrs-chrysostom_p5_t23	წინაშე	წინაშე	mrav-martyrs-chrysostom	p5	8	1	13	19	
mrav-martyrs-chrysostom_p5_t24	ბჭეთა	ბჭეთა	mrav-martyrs-chrysostom	p5	8	1	20	25	
mrav-martyrs-chrysostom_p5_t25	განიკითხვოდეს	განიკითხვოდეს	mrav-martyrs-chrysostom	p5	8	1	26	39	
mrav-martyrs-chrysostom_p5_t26	და	და	mrav-martyrs-chrysostom	p5	8	1	41	43	
mrav-martyrs-chrysostom_p5_t27	ჯუარის	ჯუარის	mrav-martyrs-chrysostom	p5	8	1	44	50	
mrav-martyrs-chrysostom_p5_t28	მცუმელნი	მცუმელნი	mrav-martyrs-chrysostom	p5	8	1	51	59	
mrav-martyrs-chrysostom_p5_t29	იგი	იგი	mrav-martyrs-chrysostom	p5	8	1	60	63	
mrav-martyrs-chrysostom_p5_t30	დიდებითა	დიდებითა	mrav-martyrs-chrysostom	p5	8	1	64	72	
mrav-martyrs-chrysostom_p5_t31	და	და	mrav-martyrs-chrysostom	p5	8	1	73	75	
mrav-martyrs-chrysostom_p5_t32	პატივითა	პატივითა	mrav-martyrs-chrysostom	p5	8	1	76	84	
mrav-martyrs-chrysostom_p5_t33	შეკრებულ	შეკრებულ	mrav-martyrs-chrysostom	p5	8	1	85	93	
mrav-martyrs-chrysostom_p5_t34	იყვნეს	იყვნეს	mrav-martyrs-chrysostom	p5	8	1	94	100	
mrav-martyrs-chrysostom_p5_t35	მათსა	მათსა	mrav-martyrs-chrysostom	p5	10	1	1	6	
mrav-martyrs-chrysostom_p5_t36	უფალი	უფალი	mrav-martyrs-chrysostom	p5	11	1	1	6	
mrav-martyrs-chrysostom_p5_t37	ჩუენი	ჩუენი	mrav-martyrs-chrysostom	p5	11	1	7	12	
mrav-martyrs-chrysostom_p5_t38	დგა	დგა	mrav-martyrs-chrysostom	p5	12	1	1	4	
mrav-martyrs-chrysostom_p5_t39	მათსა	მათსა	mrav-martyrs-chrysostom	p5	13	1	1	6	
mrav-martyrs-chrysostom_p5_t40	და	და	mrav-martyrs-chrysostom	p5	13	1	8	10	
mrav-martyrs-chrysostom_p5_t41	მკლველნი	მკლველნი	mrav-martyrs-chrysostom	p5	13	1	11	19	
mrav-martyrs-chrysostom_p5_t42	იგი	იგი	mrav-martyrs-chrysostom	p5	13	1	20	23	
mrav-martyrs-chrysostom_p5_t43	მოწამეთანი	მოწამეთანი	mrav-martyrs-chrysostom	p5	13	1	24	34	
mrav-martyrs-chrysostom_p5_t44	დიდებასა	დიდებასა	mrav-martyrs-chrysostom	p5	13	1	35	43	
mrav-martyrs-chrysostom_p5_t45	და	და	mrav-martyrs-chrysostom	p5	13	1	44	46	
mrav-martyrs-chrysostom_p5_t46	იყვნეს	იყვნეს	mrav-martyrs-chrysostom	p5	15	1	1	7	
mrav-martyrs-chrysostom_p5_t47	იგი	იგი	mrav-martyrs-chrysostom	p5	17	1	1	4	
mrav-martyrs-chrysostom_p5_t48	ვნებულ	ვნებულ	mrav-martyrs-chrysostom	p5	17	1	5	11	
mrav-martyrs-chrysostom_p5_t49	არიედ	არიედ	mrav-martyrs-chrysostom	p5	17	1	12	17	
mrav-martyrs-chrysostom_p5_t50	ბრძანებითა	ბრძანებითა	mrav-martyrs-chrysostom	p5	17	1	18	28	
mrav-martyrs-chrysostom_p5_t51	მათითა	მათითა	mrav-martyrs-chrysostom	p5	17	1	29	35	
mrav-martyrs-chrysostom_p6_t0	წ	აწ	mrav-martyrs-chrysostom	p6	1	1	0	1	ა
mrav-martyrs-chrysostom_p6_t1	იხილეთ	იხილეთ	mrav-martyrs-chrysostom	p6	1	1	2	8	ა
mrav-martyrs-chrysostom_p6_t2	განდიდნა	განდიდნა	mrav-martyrs-chrysostom	p6	2	1	1	9	
mrav-martyrs-chrysostom_p6_t3	სიმცირჱ	სიმცირე	mrav-martyrs-chrysostom	p6	2	1	10	17	
mrav-martyrs-chrysostom_p6_t4	იგი	იგი	mrav-martyrs-chrysostom	p6	2	1	18	21	
mrav-martyrs-chrysostom_p6_t5	უფლისა	უფლისა	mrav-martyrs-chrysostom	p6	2	1	22	28	
mrav-martyrs-chrysostom_p6_t6	ჩუენისაჲ	ჩუენისაი	mrav-martyrs-chrysostom	p6	2	1	29	37	
mrav-martyrs-chrysostom_p6_t7	და	და	mrav-martyrs-chrysostom	p6	2	1	38	40	
mrav-martyrs-chrysostom_p6_t8	თაყუანის	თაყუანის	mrav-martyrs-chrysostom	p6	2	1	41	49	
mrav-martyrs-chrysostom_p6_t9	მისთაჲ	მისთაი	mrav-martyrs-chrysostom	p6	3	1	1	7	
mrav-martyrs-chrysostom_p6_t10	და	და	mrav-martyrs-chrysostom	p6	3	1	9	11	
mrav-martyrs-chrysostom_p6_t11	დამდაბლდეს	დამდაბლდეს	mrav-martyrs-chrysostom	p6	4	1	1	11	
mrav-martyrs-chrysostom_p6_t12	დიდ	დიდ	mrav-martyrs-chrysostom	p6	4	1	12	15	
mrav-martyrs-chrysostom_p6_t13	დიდნი	დიდნი	mrav-martyrs-chrysostom	p6	4	1	16	21	
mrav-martyrs-chrysostom_p6_t14	საქმენი	საქმენი	mrav-martyrs-chrysostom	p6	4	1	22	29	
mrav-martyrs-chrysostom_p6_t15	მდევართანი	მდევართანი	mrav-martyrs-chrysostom	p6	4	1	30	40	
mrav-martyrs-chrysostom_p6_t16	და	და	mrav-martyrs-chrysostom	p6	4	1	41	43	
mrav-martyrs-chrysostom_p6_t17	მცუმელთანი	მცუმელთანი	mrav-martyrs-chrysostom	p6	5	1	1	11	
mrav-martyrs-chrysostom_p6_t18	ჩუენი	ჩუენი	mrav-martyrs-chrysostom	p6	7	1	1	6	
mrav-martyrs-chrysostom_p6_t19	დაისაჯებოდა	დაისაჯებოდა	mrav-martyrs-chrysostom	p6	10	1	1	12	
mrav-martyrs-chrysostom_p6_t20	აჰა	აჰა	mrav-martyrs-chrysostom	p6	10	1	14	17	
mrav-martyrs-chrysostom_p6_t21	ესერა	ესერა	mrav-martyrs-chrysostom	p6	10	1	18	23	
mrav-martyrs-chrysostom_p6_t22	დღეს	დღეს	mrav-martyrs-chrysostom	p6	10	1	24	28	
mrav-martyrs-chrysostom_p6_t23	ყოველთა	ყოველთა	mrav-martyrs-chrysostom	p6	10	1	29	36	
mrav-martyrs-chrysostom_p6_t24	კაცთა	კაცთა	mrav-martyrs-chrysostom	p6	10	1	37	42	
mrav-martyrs-chrysostom_p6_t25	ეშინის	ეშინის	mrav-martyrs-chrysostom	p6	10	1	43	49	
mrav-martyrs-chrysostom_p6_t26	საშჯელისაგან	საშჯელისაგან	mrav-martyrs-chrysostom	p6	10	1	50	62	
mrav-martyrs-chrysostom_p6_t27	მისისა	მისისა	mrav-martyrs-chrysostom	p6	10	1	63	69	
mrav-martyrs-chrysostom_p6_t28	და	და	mrav-martyrs-chrysostom	p6	10	1	70	72	
mrav-martyrs-chrysostom_p6_t29	სცემენ	სცემენ	mrav-martyrs-chrysostom	p6	11	1	1	7	
mrav-martyrs-chrysostom_p6_t30	სიმდიდრესა	სიმდიდრესა	mrav-martyrs-chrysostom	p6	12	1	1	11	
mrav-martyrs-chrysostom_p6_t31	მისსა	მისსა	mrav-martyrs-chrysostom	p6	12	1	12	17	
mrav-martyrs-chrysostom_p6_t32	მოწამენი	მოწამენი	mrav-martyrs-chrysostom	p6	12	1	19	27	
mrav-martyrs-chrysostom_p6_t33	რომელნი	რომელნი	mrav-martyrs-chrysostom	p6	13	1	2	9	
mrav-martyrs-chrysostom_p6_t34	შეცოდებულნი	შეცოდებულნი	mrav-martyrs-chrysostom	p6	14	1	1	12	
mrav-martyrs-chrysostom_p6_t35	მდებ	მდებ	mrav-martyrs-chrysostom	p6	16	1	1	5	
mrav-martyrs-chrysostom_p6_t36	იყვნეს	იყვნეს	mrav-martyrs-chrysostom	p6	16	1	6	12	
mrav-martyrs-chrysostom_p6_t37	აჰა	აჰა	mrav-martyrs-chrysostom	p6	16	1	14	17	
mrav-martyrs-chrysostom_p6_t38	ესერა	ესერა	mrav-martyrs-chrysostom	p6	16	1	18	23	
mrav-martyrs-chrysostom_p6_t39	დღეს	დღეს	mrav-martyrs-chrysostom	p6	16	1	24	28	
mrav-martyrs-chrysostom_p6_t40	ევედრებიან	ევედრებიან	mrav-martyrs-chrysostom	p6	16	1	29	39	
mrav-martyrs-chrysostom_p6_t41	მათ	მათ	mrav-martyrs-chrysostom	p6	16	1	40	43	
mrav-martyrs-chrysostom_p6_t42	მსაჯულნი	მსაჯულნი	mrav-martyrs-chrysostom	p6	16	1	44	52	
mrav-martyrs-chrysostom_p6_t43	და	და	mrav-martyrs-chrysostom	p6	16	1	53	55	
mrav-martyrs-chrysostom_p6_t44	მეფენი	მეფენი	mrav-martyrs-chrysostom	p6	16	1	56	62	
mrav-martyrs-chrysostom_p6_t45	ყოფად	ყოფად	mrav-martyrs-chrysostom	p6	17	1	1	6	
mrav-martyrs-chrysostom_p6_t46	მათა	მათა	mrav-martyrs-chrysostom	p6	17	1	7	11	
mrav-martyrs-chrysostom_p6_t47	წინაშე	წინაშე	mrav-martyrs-chrysostom	p6	18	1	1	7	
mrav-martyrs-chrysostom_p6_t48	მსაჯულისა	მსაჯულისა	mrav-martyrs-chrysostom	p6	18	1	8	17	
mrav-martyrs-chrysostom_p6_t49	მის	მის	mrav-martyrs-chrysostom	p6	18	1	18	21	
mrav-martyrs-chrysostom_p6_t50	მსაჯულთაჲსა	მსაჯულთაისა	mrav-martyrs-chrysostom	p6	18	1	22	33	
mrav-martyrs-chrysostom_p6_t51	და	და	mrav-martyrs-chrysostom	p6	18	1	35	37	
mrav-martyrs-chrysostom_p6_t52	მცუმელნი	მცუმელნი	mrav-martyrs-chrysostom	p6	19	1	1	9	
mrav-martyrs-chrysostom_p6_t53	იგი	იგი	mrav-martyrs-chrysostom	p6	19	1	10	13	
mrav-martyrs-chrysostom_p6_t54	რომელნი	რომელნი	mrav-martyrs-chrysostom	p6	19	1	15	22	
mrav-martyrs-chrysostom_p6_t55	შეკრებულ	შეკრებულ	mrav-martyrs-chrysostom	p6	20	1	1	9	
mrav-martyrs-chrysostom_p6_t56	იყვნეს	იყვნეს	mrav-martyrs-chrysostom	p6	20	1	10	16	
mrav-martyrs-chrysostom_p6_t57	ქალაქსა	ქალაქსა	mrav-martyrs-chrysostom	p6	20	1	17	24	
mrav-martyrs-chrysostom_p6_t58	განბნეულ	განბნეულ	mrav-martyrs-chrysostom	p6	23	1	1	9	
mrav-martyrs-chrysostom_p6_t59	არიან	არიან	mrav-martyrs-chrysostom	p6	23	1	10	15	
mrav-martyrs-chrysostom_p6_t60	იგინი	იგინი	mrav-martyrs-chrysostom	p6	23	1	16	21	
mrav-martyrs-chrysostom_p6_t61	ყოველსა	ყოველსა	mrav-martyrs-chrysostom	p6	23	1	22	29	
mrav-martyrs-chrysostom_p6_t62	და	და	mrav-martyrs-chrysostom	p6	24	1	1	3	
mrav-martyrs-chrysostom_p6_t63	დათრგუნვილ	დათრგუნვილ	mrav-martyrs-chrysostom	p6	24	1	4	14	
mrav-martyrs-chrysostom_p6_t64	არიან	არიან	mrav-martyrs-chrysostom	p6	24	1	15	20	
mrav-martyrs-chrysostom_p6_t65	იგინი	იგინი	mrav-martyrs-chrysostom	p6	24	1	21	26	
mrav-martyrs-chrysostom_p6_t66	მიწაჲ	მიწაი	mrav-martyrs-chrysostom	p6	25	1	1	6	
mrav-martyrs-chrysostom_p6_t67	ქუეყანისაჲ	ქუეყანისაი	mrav-martyrs-chrysostom	p6	25	1	7	17	
mrav-martyrs-chrysostom_p6_t68	ოთხთა	ოთხთა	mrav-martyrs-chrysostom	p6	25	1	18	23	
mrav-martyrs-chrysostom_p6_t69	კიდეთა	კიდეთა	mrav-martyrs-chrysostom	p6	25	1	24	30	
mrav-martyrs-chrysostom_p6_t70	სოფლისათა	სოფლისათა	mrav-martyrs-chrysostom	p6	25	1	31	40	
mrav-martyrs-chrysostom_p6_t71	და	და	mrav-martyrs-chrysostom	p6	25	1	42	44	
mrav-martyrs-chrysostom_p6_t72	მარტჳლთანი	მარტვლთანი	mrav-martyrs-chrysostom	p6	26	1	1	11	
mrav-martyrs-chrysostom_p6_t73	დიდებულ	დიდებულ	mrav-martyrs-chrysostom	p6	28	1	1	8	
mrav-martyrs-chrysostom_p6_t74	იყვნეს	იყვნეს	mrav-martyrs-chrysostom	p6	28	1	9	15	
mrav-martyrs-chrysostom_p6_t75	აჰა	აჰა	mrav-martyrs-chrysostom	p6	28	1	17	20	
mrav-martyrs-chrysostom_p6_t76	ესერა	ესერა	mrav-martyrs-chrysostom	p6	28	1	21	26	
mrav-martyrs-chrysostom_p6_t77	აწვე	აწვე	mrav-martyrs-chrysostom	p6	28	1	27	31	
mrav-martyrs-chrysostom_p6_t78	ამას	ამას	mrav-martyrs-chrysostom	p6	28	1	32	36	
mrav-martyrs-chrysostom_p6_t79	აჴოცილ	ახოცილ	mrav-martyrs-chrysostom	p6	30	1	1	7	
mrav-martyrs-chrysostom_p6_t80	არს	არს	mrav-martyrs-chrysostom	p6	30	1	8	11	
mrav-martyrs-chrysostom_p6_t81	საჴსენებელი	სახსენებელი	mrav-martyrs-chrysostom	p6	30	1	12	23	
mrav-martyrs-chrysostom_p6_t82	მათი	მათი	mrav-martyrs-chrysostom	p6	30	1	24	28	
mrav-martyrs-chrysostom_p6_t83	და	და	mrav-martyrs-chrysostom	p6	30	1	29	31	
mrav-martyrs-chrysostom_p6_t84	მას	მას	mrav-martyrs-chrysostom	p6	30	1	32	35	
mrav-martyrs-chrysostom_p6_t85	სოფელსა	სოფელსა	mrav-martyrs-chrysostom	p6	30	1	36	43	
mrav-martyrs-chrysostom_p6_t86	განმზადებულ	განმზადებულ	mrav-martyrs-chrysostom	p6	30	1	44	55	
mrav-martyrs-chrysostom_p6_t87	არს	არს	mrav-martyrs-chrysostom	p6	30	1	56	59	
mrav-martyrs-chrysostom_p6_t88	მათთჳს	მათთვს	mrav-martyrs-chrysostom	p6	30	1	60	66	
mrav-martyrs-chrysostom_p6_t89	მწარჱ	მწარე	mrav-martyrs-chrysostom	p6	30	1	67	72	
mrav-martyrs-chrysostom_p7_t0	ა	და	mrav-martyrs-chrysostom	p7	1	1	0	1	დ
mrav-martyrs-chrysostom_p7_t1	მე	მე	mrav-martyrs-chrysostom	p7	2	1	1	3	
mrav-martyrs-chrysostom_p7_t2	არა	არა	mrav-martyrs-chrysostom	p7	2	1	4	7	
mrav-martyrs-chrysostom_p7_t3	იქმნეს	იქმნეს	mrav-martyrs-chrysostom	p7	2	1	8	14	
mrav-martyrs-chrysostom_p7_t4	ხატად	ხატად	mrav-martyrs-chrysostom	p7	2	1	15	20	
mrav-martyrs-chrysostom_p7_t5	ქრისტჱსა	ქრისტესა	mrav-martyrs-chrysostom	p7	2	1	21	29	
mrav-martyrs-chrysostom_p7_t6	რომელმან	რომელმან	mrav-martyrs-chrysostom	p7	2	1	31	39	
mrav-martyrs-chrysostom_p7_t7	არასადა	არასადა	mrav-martyrs-chrysostom	p7	2	1	40	47	
mrav-martyrs-chrysostom_p7_t8	მოხუეჭის	მოხუეჭის	mrav-martyrs-chrysostom	p7	2	1	48	56	
mrav-martyrs-chrysostom_p7_t9	შრომაჲ	შრომაი	mrav-martyrs-chrysostom	p7	2	1	57	63	
mrav-martyrs-chrysostom_p7_t10	თჳსთაჲ	თვსთაი	mrav-martyrs-chrysostom	p7	3	1	1	7	
mrav-martyrs-chrysostom_p7_t11	კაცთა	კაცთა	mrav-martyrs-chrysostom	p7	5	1	1	6	
mrav-martyrs-chrysostom_p7_t12	არა	არა	mrav-martyrs-chrysostom	p7	5	1	7	10	
mrav-martyrs-chrysostom_p7_t13	უვარ	უვარ	mrav-martyrs-chrysostom	p7	5	1	11	15	
mrav-martyrs-chrysostom_p7_t14	ყვეს	ყვეს	mrav-martyrs-chrysostom	p7	5	1	16	20	
mrav-martyrs-chrysostom_p7_t15	სიმჴნჱ	სიმხნე	mrav-martyrs-chrysostom	p7	5	1	21	27	
mrav-martyrs-chrysostom_p7_t16	მოწამეთა	მოწამეთა	mrav-martyrs-chrysostom	p7	5	1	28	36	
mrav-martyrs-chrysostom_p7_t17	ანგელოზთა	ანგელოზთა	mrav-martyrs-chrysostom	p7	9	1	1	10	
mrav-martyrs-chrysostom_p7_t18	სოფელსა	სოფელსა	mrav-martyrs-chrysostom	p7	9	1	11	18	
mrav-martyrs-chrysostom_p7_t19	მას	მას	mrav-martyrs-chrysostom	p7	9	1	19	22	
mrav-martyrs-chrysostom_p7_t20	ნათლისასა	ნათლისასა	mrav-martyrs-chrysostom	p7	9	1	23	32	
mrav-martyrs-chrysostom_p7_t21	აღიარნეს	აღიარნეს	mrav-martyrs-chrysostom	p7	9	1	33	41	
mrav-martyrs-chrysostom_p7_t22	თაყუანის	თაყუანის	mrav-martyrs-chrysostom	p7	9	1	42	50	
mrav-martyrs-chrysostom_p7_t23	მცემელნი	მცემელნი	mrav-martyrs-chrysostom	p7	9	1	51	59	
mrav-martyrs-chrysostom_p7_t24	აღუთქუა	აღუთქუა	mrav-martyrs-chrysostom	p7	11	1	1	8	
mrav-martyrs-chrysostom_p7_t25	ძემანცა	ძემანცა	mrav-martyrs-chrysostom	p7	12	1	1	8	
mrav-martyrs-chrysostom_p7_t26	აღიარნეს	აღიარნეს	mrav-martyrs-chrysostom	p7	12	1	9	17	
mrav-martyrs-chrysostom_p7_t27	მოწამენი	მოწამენი	mrav-martyrs-chrysostom	p7	12	1	18	26	
mrav-martyrs-chrysostom_p7_t28	მონანი	მონანი	mrav-martyrs-chrysostom	p7	12	1	27	33	
mrav-martyrs-chrysostom_p7_t29	მან	მან	mrav-martyrs-chrysostom	p7	14	1	1	4	
mrav-martyrs-chrysostom_p7_t30	აღიარნა	აღიარნა	mrav-martyrs-chrysostom	p7	14	1	5	12	
mrav-martyrs-chrysostom_p7_t31	იგინი	იგინი	mrav-martyrs-chrysostom	p7	14	1	13	18	
mrav-martyrs-chrysostom_p7_t32	მოწამეთა	მოწამეთა	mrav-martyrs-chrysostom	p7	16	1	1	9	
mrav-martyrs-chrysostom_p7_t33	აღიარონ	აღიარონ	mrav-martyrs-chrysostom	p7	16	1	10	17	
mrav-martyrs-chrysostom_p7_t34	იგი	იგი	mrav-martyrs-chrysostom	p7	16	1	18	21	
mrav-martyrs-chrysostom_p7_t35	ერსა	ერსა	mrav-martyrs-chrysostom	p7	17	1	1	5	
mrav-martyrs-chrysostom_p7_t36	ჩუენსა	ჩუენსა	mrav-martyrs-chrysostom	p7	17	1	6	12	
mrav-martyrs-chrysostom_p7_t37	წინაშე	წინაშე	mrav-martyrs-chrysostom	p7	17	1	13	19	
mrav-martyrs-chrysostom_p7_t38	ღმრთისა	ღმრთისა	mrav-martyrs-chrysostom	p7	17	1	20	27	
mrav-martyrs-chrysostom_p8_t0	ა	და	mrav-martyrs-chrysostom	p8	1	1	0	1	დ
mrav-martyrs-chrysostom_p8_t1	ყავნ	ყავნ	mrav-martyrs-chrysostom	p8	1	1	2	6	დ
mrav-martyrs-chrysostom_p8_t2	ამიერითგან	ამიერითგან	mrav-martyrs-chrysostom	p8	1	1	7	17	დ
mrav-martyrs-chrysostom_p8_t3	უფალმან	უფალმან	mrav-martyrs-chrysostom	p8	1	1	18	25	დ
mrav-martyrs-chrysostom_p8_t4	წყალობითა	წყალობითა	mrav-martyrs-chrysostom	p8	1	1	26	35	დ
mrav-martyrs-chrysostom_p8_t5	და	და	mrav-martyrs-chrysostom	p8	2	1	2	4	
mrav-martyrs-chrysostom_p8_t6	ღირს	ღირს	mrav-martyrs-chrysostom	p8	3	1	1	5	
mrav-martyrs-chrysostom_p8_t7	მყვნა	მყვნა	mrav-martyrs-chrysostom	p8	3	1	6	11	
mrav-martyrs-chrysostom_p8_t8	ჩუენ	ჩუენ	mrav-martyrs-chrysostom	p8	3	1	12	16	
mrav-martyrs-chrysostom_p8_t9	საფლავთა	საფლავთა	mrav-martyrs-chrysostom	p8	8	1	1	9	
mrav-martyrs-chrysostom_p8_t10	მათთა	მათთა	mrav-martyrs-chrysostom	p8	8	1	10	15	
mrav-martyrs-chrysostom_p8_t11	ეგრევე	ეგრევე	mrav-martyrs-chrysostom	p8	8	1	17	23	
mrav-martyrs-chrysostom_p8_t12	ღირს	ღირს	mrav-martyrs-chrysostom	p8	8	1	24	28	
mrav-martyrs-chrysostom_p8_t13	მყვენინ	მყვენინ	mrav-martyrs-chrysostom	p8	8	1	29	36	
mrav-martyrs-chrysostom_p8_t14	ჩუენ	ჩუენ	mrav-martyrs-chrysostom	p8	8	1	37	41	
mrav-martyrs-chrysostom_p8_t15	ზიარებად	ზიარებად	mrav-martyrs-chrysostom	p8	8	1	42	50	
mrav-martyrs-chrysostom_p8_t16	მათსა	მათსა	mrav-martyrs-chrysostom	p8	8	1	51	56	
mrav-martyrs-chrysostom_p8_t17	სამკჳდრებელსა	სამკვდრებელსა	mrav-martyrs-chrysostom	p8	8	1	57	70	
mrav-martyrs-chrysostom_p8_t18	მას	მას	mrav-martyrs-chrysostom	p8	8	1	71	74	
mrav-martyrs-chrysostom_p9_t0	ა	და	mrav-martyrs-chrysostom	p9	1	1	0	1	დ
mrav-martyrs-chrysostom_p9_t1	აღმოვთქუათ	აღმოვთქუათ	mrav-martyrs-chrysostom	p9	1	1	2	12	დ
mrav-martyrs-chrysostom_p9_t2	მისა	მისა	mrav-martyrs-chrysostom	p9	2	1	1	5	
mrav-martyrs-chrysostom_p9_t3	რომელმან	რომელმან	mrav-martyrs-chrysostom	p9	2	1	7	15	
mrav-martyrs-chrysostom_p9_t4	ყვნა	ყვნა	mrav-martyrs-chrysostom	p9	3	1	1	5	
mrav-martyrs-chrysostom_p9_t5	მონანი	მონანი	mrav-martyrs-chrysostom	p9	3	1	6	12	
mrav-martyrs-chrysostom_p9_t6	თჳსნი	თვსნი	mrav-martyrs-chrysostom	p9	3	1	13	18	
mrav-martyrs-chrysostom_p9_t7	ორთავე	ორთავე	mrav-martyrs-chrysostom	p9	3	1	19	25	
mrav-martyrs-chrysostom_p9_t8	უკუნითი	უკუნითი	mrav-martyrs-chrysostom	p9	5	1	1	8	
mrav-martyrs-chrysostom_p9_t9	უკუნისამდე	უკუნისამდე	mrav-martyrs-chrysostom	p9	5	1	9	19	
mrav-migeba-hesychios_p1_t0	მად	ამად	mrav-migeba-hesychios	p1	2	1	0	3	ა
mrav-migeba-hesychios_p1_t1	მის	მის	mrav-migeba-hesychios	p1	2	1	4	7	ა
mrav-migeba-hesychios_p1_t2	პირველისაებრ	პირველისაებრ	mrav-migeba-hesychios	p1	2	1	8	20	ა
mrav-migeba-hesychios_p1_t3	სარწმუნოებით	სარწმუნოებით	mrav-migeba-hesychios	p1	2	1	21	33	ა
mrav-migeba-hesychios_p1_t4	და	და	mrav-migeba-hesychios	p1	2	1	34	36	ა
mrav-migeba-hesychios_p1_t5	მანცა	მანცა	mrav-migeba-hesychios	p1	2	1	37	42	ა
mrav-migeba-hesychios_p1_t6	იგივე	იგივე	mrav-migeba-hesychios	p1	2	1	43	48	ა
mrav-migeba-hesychios_p1_t7	ხედვაჲ	ხედვაი	mrav-migeba-hesychios	p1	2	1	49	55	ა
mrav-migeba-hesychios_p1_t8	მოიპოვენ	მოიპოვენ	mrav-migeba-hesychios	p1	2	1	56	64	ა
mrav-migeba-hesychios_p2_t0	კუეთუ	უკუეთუ	mrav-migeba-hesychios	p2	1	1	0	5	უ
mrav-migeba-hesychios_p2_t1	ვინმე	ვინმე	mrav-migeba-hesychios	p2	1	1	6	11	უ
mrav-migeba-hesychios_p2_t2	დაჴსნილი	დახსნილი	mrav-migeba-hesychios	p2	1	1	12	20	უ
mrav-migeba-hesychios_p2_t3	იყოს	იყოს	mrav-migeba-hesychios	p2	1	1	21	25	უ
mrav-migeba-hesychios_p2_t4	შევედინ	შევედინ	mrav-migeba-hesychios	p2	1	1	27	34	უ
mrav-migeba-hesychios_p2_t5	იგიცა	იგიცა	mrav-migeba-hesychios	p2	1	1	35	40	უ
mrav-migeba-hesychios_p2_t6	პირველსავე	პირველსავე	mrav-migeba-hesychios	p2	1	1	41	51	უ
mrav-migeba-hesychios_p2_t7	მას	მას	mrav-migeba-hesychios	p2	1	1	52	55	უ
mrav-migeba-hesychios_p2_t8	საბანელსა	საბანელსა	mrav-migeba-hesychios	p2	1	1	56	65	უ
mrav-migeba-hesychios_p2_t9	პროდიაკისასა	პროდიაკისასა	mrav-migeba-hesychios	p2	1	1	66	78	უ
mrav-migeba-hesychios_p2_t10	და	და	mrav-migeba-hesychios	p2	1	1	79	81	უ
mrav-migeba-hesychios_p2_t11	ეყოს	ეყოს	mrav-migeba-hesychios	p2	1	1	82	86	უ
mrav-migeba-hesychios_p2_t12	მას	მას	mrav-migeba-hesychios	p2	1	1	87	90	უ
mrav-migeba-hesychios_p2_t13	რაჲცა	რაიცა	mrav-migeba-hesychios	p2	1	1	92	97	უ
